loss,distance,FGSM,BIM-A,BIM-B,deepfool,params
0.014428436756134031,0.09184264,0.35627081990242004,0.2952275276184082,0.3840177655220032,0.7347391843795776,"{'batch_size': 16, 'drop_out': 0.2304818577094856, 'first_layer_dense': 135, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 14.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 30, 'third_layer_dense': 18}"
0.014428436756134031,0.43746233,0.43618202209472656,0.44728079438209534,0.4772475063800812,0.8557158708572388,"{'batch_size': 16, 'drop_out': 0.2360857920294831, 'first_layer_dense': 38, 'hidden_layer_activation': 'relu', 'learning_rate': 0.01, 'num_epochs': 6.0, 'optimizer': 'Adam', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 32, 'third_layer_dense': 14}"
0.014428436756134031,0.24679272,0.45172029733657837,0.43396225571632385,0.45948946475982666,0.662597119808197,"{'batch_size': 16, 'drop_out': 0.2787533619301203, 'first_layer_dense': 80, 'hidden_layer_activation': 'relu', 'learning_rate': 0.1, 'num_epochs': 16.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 35, 'third_layer_dense': 13}"
0.014428436756134031,0.21398196,0.3651498258113861,0.2541620433330536,0.3573806881904602,0.662597119808197,"{'batch_size': 16, 'drop_out': 0.18501606169283746, 'first_layer_dense': 41, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.01, 'num_epochs': 10.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 32, 'third_layer_dense': 15}"
0.014428436756134031,0.48437107,0.4816870093345642,0.4716981053352356,0.47502774000167847,0.662597119808197,"{'batch_size': 32, 'drop_out': 0.15131101416049836, 'first_layer_dense': 69, 'hidden_layer_activation': 'tanh', 'learning_rate': 0.01, 'num_epochs': 20.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 32, 'third_layer_dense': 12}"
0.014428436756134031,0.2387157,0.47835737466812134,0.4583795666694641,0.4694783687591553,0.6403995752334595,"{'batch_size': 16, 'drop_out': 0.21130151498921723, 'first_layer_dense': 91, 'hidden_layer_activation': 'softplus', 'learning_rate': 0.01, 'num_epochs': 15.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 31, 'third_layer_dense': 15}"
0.014428436756134031,0.23292534,0.3263041079044342,0.24750277400016785,0.3529411852359772,0.662597119808197,"{'batch_size': 64, 'drop_out': 0.0984046369065287, 'first_layer_dense': 52, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 12.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 35, 'third_layer_dense': 13}"
0.014428436756134031,0.34760806,0.4483906626701355,0.39511653780937195,0.4328523874282837,0.6648168563842773,"{'batch_size': 64, 'drop_out': 0.17069842016039677, 'first_layer_dense': 85, 'hidden_layer_activation': 'selu', 'learning_rate': 0.1, 'num_epochs': 17.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 33, 'third_layer_dense': 13}"
0.014428436756134031,0.08076156,0.34850165247917175,0.2486126571893692,0.3629300892353058,0.7358490824699402,"{'batch_size': 16, 'drop_out': 0.3981347714311592, 'first_layer_dense': 126, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 14.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 30, 'third_layer_dense': 14}"
0.014428436756134031,0.1830054,0.3451720178127289,0.25527191162109375,0.3518312871456146,0.6637070178985596,"{'batch_size': 32, 'drop_out': 0.28706943258299267, 'first_layer_dense': 46, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 13.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 32, 'third_layer_dense': 18}"
0.014428436756134031,0.344987,0.46281909942626953,0.4017758071422577,0.4406215250492096,0.6637070178985596,"{'batch_size': 64, 'drop_out': 0.27944735399352283, 'first_layer_dense': 74, 'hidden_layer_activation': 'selu', 'learning_rate': 0.1, 'num_epochs': 17.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 35, 'third_layer_dense': 13}"
0.014428436756134031,0.1318238,0.4461709260940552,0.45948946475982666,0.4894561469554901,0.8113207817077637,"{'batch_size': 16, 'drop_out': 0.30398890284037833, 'first_layer_dense': 87, 'hidden_layer_activation': 'elu', 'learning_rate': 0.1, 'num_epochs': 16.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 31, 'third_layer_dense': 18}"
0.01553827524185181,0.12687874,0.445061057806015,0.46281909942626953,0.48279687762260437,0.7058823704719543,"{'batch_size': 16, 'drop_out': 0.26622389858282525, 'first_layer_dense': 96, 'hidden_layer_activation': 'relu', 'learning_rate': 0.1, 'num_epochs': 15.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 31, 'third_layer_dense': 15}"
0.01553827524185181,0.04027461,0.28412875533103943,0.20865704119205475,0.32297447323799133,0.6614872217178345,"{'batch_size': 16, 'drop_out': 0.3087346742536503, 'first_layer_dense': 96, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 15.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 30, 'third_layer_dense': 18}"
0.01553827524185181,0.0626333,0.47280800342559814,0.4605993330478668,0.4739178717136383,0.7391787171363831,"{'batch_size': 16, 'drop_out': 0.24166057332656354, 'first_layer_dense': 109, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 12.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 31, 'third_layer_dense': 15}"
0.01553827524185181,0.10342849,0.3784683644771576,0.2896781265735626,0.38512763381004333,0.683684766292572,"{'batch_size': 16, 'drop_out': 0.22294450523247258, 'first_layer_dense': 150, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 13.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 30, 'third_layer_dense': 14}"
0.01553827524185181,0.2569431,0.45504993200302124,0.39733630418777466,0.4350721538066864,0.662597119808197,"{'batch_size': 16, 'drop_out': 0.1759079183088063, 'first_layer_dense': 80, 'hidden_layer_activation': 'tanh', 'learning_rate': 0.1, 'num_epochs': 18.0, 'optimizer': 'SGD', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 32, 'third_layer_dense': 12}"
0.01553827524185181,0.22472893,0.4661487340927124,0.48612651228904724,0.5016648173332214,0.6714761257171631,"{'batch_size': 16, 'drop_out': 0.4534811584471547, 'first_layer_dense': 70, 'hidden_layer_activation': 'softplus', 'learning_rate': 0.1, 'num_epochs': 20.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 41, 'third_layer_dense': 17}"
