loss,params,iteration,run_time
0.6041518747806549,"{'batch_size': 32, 'drop_out': 0.3255074481044679, 'first_layer_dense': 48, 'hidden_layer_activation': 'softmax', 'learning_rate': 0.1, 'num_epochs': 17.0, 'optimizer': 'Adagrad', 'output_layer_activation': 'relu', 'second_layer_dense': 42, 'third_layer_dense': 32}",1,127.31078973296098
1.0,"{'batch_size': 32, 'drop_out': 0.39727508397008704, 'first_layer_dense': 81, 'hidden_layer_activation': 'exponential', 'learning_rate': 0.01, 'num_epochs': 18.0, 'optimizer': 'Adamax', 'output_layer_activation': 'linear', 'second_layer_dense': 39, 'third_layer_dense': 29}",2,144.86804113502149
0.9989797729067504,"{'batch_size': 128, 'drop_out': 0.4265204144140186, 'first_layer_dense': 129, 'hidden_layer_activation': 'softsign', 'learning_rate': 0.1, 'num_epochs': 14.0, 'optimizer': 'SGD', 'output_layer_activation': 'linear', 'second_layer_dense': 50, 'third_layer_dense': 26}",3,47.25566904101288
0.5881387591362,"{'batch_size': 64, 'drop_out': 0.4150463328392716, 'first_layer_dense': 113, 'hidden_layer_activation': 'tanh', 'learning_rate': 0.1, 'num_epochs': 16.0, 'optimizer': 'Adam', 'output_layer_activation': 'relu', 'second_layer_dense': 31, 'third_layer_dense': 19}",4,72.59740053402493
0.614043653011322,"{'batch_size': 16, 'drop_out': 0.49918730834982356, 'first_layer_dense': 53, 'hidden_layer_activation': 'relu', 'learning_rate': 0.1, 'num_epochs': 5.0, 'optimizer': 'Adagrad', 'output_layer_activation': 'relu', 'second_layer_dense': 48, 'third_layer_dense': 10}",5,38.89790668798378
0.6210521757602692,"{'batch_size': 64, 'drop_out': 0.49922041945093126, 'first_layer_dense': 117, 'hidden_layer_activation': 'elu', 'learning_rate': 0.01, 'num_epochs': 7.0, 'optimizer': 'Adagrad', 'output_layer_activation': 'tanh', 'second_layer_dense': 39, 'third_layer_dense': 18}",6,34.90975353698013
0.6126685738563538,"{'batch_size': 16, 'drop_out': 0.39512447811728724, 'first_layer_dense': 126, 'hidden_layer_activation': 'hard_sigmoid', 'learning_rate': 0.01, 'num_epochs': 15.0, 'optimizer': 'NAdam', 'output_layer_activation': 'relu', 'second_layer_dense': 37, 'third_layer_dense': 24}",7,299.836140703992
1.0,"{'batch_size': 64, 'drop_out': 0.031167309835796242, 'first_layer_dense': 119, 'hidden_layer_activation': 'softplus', 'learning_rate': 0.01, 'num_epochs': 9.0, 'optimizer': 'Adamax', 'output_layer_activation': 'softplus', 'second_layer_dense': 46, 'third_layer_dense': 16}",8,53.702734962978866
0.6392831802368164,"{'batch_size': 16, 'drop_out': 0.429093923408751, 'first_layer_dense': 86, 'hidden_layer_activation': 'linear', 'learning_rate': 0.001, 'num_epochs': 10.0, 'optimizer': 'RMSprop', 'output_layer_activation': 'relu', 'second_layer_dense': 39, 'third_layer_dense': 22}",9,143.25080530700507
0.7014283239841461,"{'batch_size': 16, 'drop_out': 0.042569477215831264, 'first_layer_dense': 52, 'hidden_layer_activation': 'hard_sigmoid', 'learning_rate': 0.01, 'num_epochs': 6.0, 'optimizer': 'RMSprop', 'output_layer_activation': 'softsign', 'second_layer_dense': 41, 'third_layer_dense': 26}",10,96.45089879300212
0.6573367714881897,"{'batch_size': 32, 'drop_out': 0.48321188079145533, 'first_layer_dense': 112, 'hidden_layer_activation': 'selu', 'learning_rate': 0.001, 'num_epochs': 13.0, 'optimizer': 'Adadelta', 'output_layer_activation': 'softsign', 'second_layer_dense': 44, 'third_layer_dense': 22}",11,139.5129087929963
1.0,"{'batch_size': 64, 'drop_out': 0.01703833079751277, 'first_layer_dense': 66, 'hidden_layer_activation': 'sigmoid', 'learning_rate': 0.1, 'num_epochs': 7.0, 'optimizer': 'NAdam', 'output_layer_activation': 'tanh', 'second_layer_dense': 30, 'third_layer_dense': 28}",12,38.516794131021015
0.9852732438594103,"{'batch_size': 64, 'drop_out': 0.36251822820202373, 'first_layer_dense': 125, 'hidden_layer_activation': 'tanh', 'learning_rate': 0.01, 'num_epochs': 9.0, 'optimizer': 'Adagrad', 'output_layer_activation': 'selu', 'second_layer_dense': 35, 'third_layer_dense': 12}",13,45.27800816396484
0.5692423582077026,"{'batch_size': 16, 'drop_out': 0.25607085554811615, 'first_layer_dense': 108, 'hidden_layer_activation': 'elu', 'learning_rate': 0.1, 'num_epochs': 16.0, 'optimizer': 'NAdam', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 44, 'third_layer_dense': 24}",14,273.2150347560528
0.22675657272338867,"{'batch_size': 32, 'drop_out': 0.2661806376140438, 'first_layer_dense': 35, 'hidden_layer_activation': 'selu', 'learning_rate': 0.1, 'num_epochs': 11.0, 'optimizer': 'Adamax', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 39, 'third_layer_dense': 30}",15,98.65997453802265
